source,target
so do the objective of wearing clothes.,so do the objective of wearing clothes.
my name is veronika.,my name is veronika.
i am writing to you to say that it was a very disappointing evening.,i am writing to you to say that it was a very disappointing evening.
the other point was the beginning of the show.,the other point was the beginning of the show.
the third problem was the discounts.,the third problem was the discounts.
"of course i want to get my money back, but i know that i will never get it.","of course i want to get my money back, but i know that i will never get it."
how has modern technology changed your daily life?,how has modern technology changed your daily life?
we know that everything is changing.,we know that everything is changing.
and it makes our life easier.,and it makes our life easier.
now we have a scanner and a printer to do it.,now we have a scanner and a printer to do it.
from all your class,from all your class
thank you,thank you
"""fame"" what a word!!","""fame"" what a word!!"
"dear mr jones,","dear mr jones,"
yours sincerely,yours sincerely
in my opinion technology is the least thing i could use in my life.,in my opinion technology is the least thing i could use in my life.
"dear mr robertson,","dear mr robertson,"
i look forward to hearing from you.,i look forward to hearing from you.
"yours sincerely,","yours sincerely,"
"it was dangerous, but i had to do it.","it was dangerous, but i had to do it."
i did not have any choice since my brother was in trouble.,i did not have any choice since my brother was in trouble.
"however, my adventure was not over yet.","however, my adventure was not over yet."
"dear sir,","dear sir,"
"i won't be free, however all july i am at home.","i won't be free, however all july i am at home."
it will allow me to make friends more quickly.,it will allow me to make friends more quickly.
what sort of clothes will i need for these two weeks?,what sort of clothes will i need for these two weeks?
i look forward to hearing from you soon.,i look forward to hearing from you soon.
"yours sincerely,","yours sincerely,"
henri devereux,henri devereux
"dear kim,","dear kim,"
it was a big moment for me.,it was a big moment for me.
i look forward to hearing from you soon.,i look forward to hearing from you soon.
"love,","love,"
henri,henri
dear mr robertson,dear mr robertson
in my college butty,in my college butty
"it was dangerous, but i knew i had to do it","it was dangerous, but i knew i had to do it"
in my college have got a new student every monday and very big college around heir.,in my college have got a new student every monday and very big college around heir.
